condition,layer,max_eigenvalue,l2_norm_sq,adaptive_sharpness,num_steps,num_samples,batch_size,model_path
checkpoint_20260625_best,fc,0.0007120830123312771,376.5285477374128,0.26811958250157797,30,100,64,C:\Users\toria\MyProject\results\checkpoints\cifar10_resnet18_20260625-022105\best.pt
checkpoint_20260625_best,layer1,0.010768578387796879,8328.315229414427,89.68411538623181,30,100,64,C:\Users\toria\MyProject\results\checkpoints\cifar10_resnet18_20260625-022105\best.pt
checkpoint_20260627_best,fc,0.012824815697968006,385.29015291744906,4.941275201408194,30,100,64,C:\Users\toria\MyProject\results\checkpoints\cifar10_resnet18_20260627-010605\best.pt
checkpoint_20260627_best,layer1,0.09815076738595963,8059.086476144855,791.0055220634267,30,100,64,C:\Users\toria\MyProject\results\checkpoints\cifar10_resnet18_20260627-010605\best.pt
