condition,layer,max_eigenvalue,l2_norm_sq,adaptive_sharpness,num_steps,num_samples,batch_size,model_path
checkpoint_20260625_best,fc,0.00014256886788643897,376.5285477374128,0.05368124877784793,30,782,64,C:\Users\toria\MyProject\results\checkpoints\cifar10_resnet18_20260625-022105\best.pt
checkpoint_20260627_best,fc,0.0012408606708049774,385.29015291744906,0.4780913976036982,30,782,64,C:\Users\toria\MyProject\results\checkpoints\cifar10_resnet18_20260627-010605\best.pt
